电力事故	类型	绝缘老化
电力事故	影响	停电
电力事故	影响	设备损坏
电力事故	影响	人员伤亡
电力事故	处理	故障隔离
电力事故	处理	恢复供电
电力事故	处理	设备检修
继电保护	功能	故障检测
继电保护	功能	自动切除故障
继电保护	类型	过流保护
继电保护	类型	差动保护
继电保护	类型	距离保护
继电保护	安装在	变电站
继电保护	安装在	输电线路
继电保护	配合	断路器
继电保护	配合	隔离开关
安全装置	功能	防止触电
安全装置	功能	防止误操作
安全装置	类型	接地装置
安全装置	类型	绝缘手套
安全装置	类型	绝缘靴
安全装置	类型	安全围栏
安全装置	类型	安全警示标志
电力工程	包括	发电工程
电力工程	包括	输电工程
电力工程	包括	变电工程
电力工程	包括	配电工程
电力工程建设	需要	规划
电力工程建设	需要	设计
电力工程建设	需要	施工
电力工程建设	需要	验收
电力工程设计	依据	标准规范
电力工程设计	依据	负荷需求
电力工程设计	依据	地理环境
电力工程设计	依据	经济性
电力工程施工	要求	安全
电力工程施工	要求	质量
电力工程施工	要求	进度
电力工程施工	使用	工程机械
电力工程施工	使用	电气设备
电力工程施工	使用	安全设备
电力工程验收	标准	质量合格
电力工程验收	标准	安全可靠
电力工程验收	标准	功能完善
电力工程验收	标准	符合设计要求
电力工程验收	内容	设备安装
电力工程验收	内容	线路敷设
电力工程验收	内容	系统调试
电力工程验收	内容	安全设施
电力工程验收	内容	环境保护
电力工程验收	内容	消防设施
发电厂	包含	电力系统
电能	生产	发电厂
电压	调节	变电站
高压 低压	分为	电压
长距离输电	用于	高压
家庭用电	用于	低压
导线	流经	电流
铜	材质	导线
欧姆	单位	电阻
U=IR	公式	欧姆定律
电压等于电流乘以电阻	解释	U=IR
法拉第定律	原理	电磁感应
发电机组	旋转	涡轮机
定子和转子	组成	发电机组
光速	传播	电磁场
超远距离	特点	特高压输电
大容量电力	输送	超远距离
变压	功能	变电站
电磁感应	工作原理	变压器
电路保护	作用	断路器
自动检测故障	机制	继电保护
输电网	组成部分	电网
配电网	组成部分	电网
电力传输	功能	输电网
电力分配	功能	配电网
直流电为交流电	转换	逆变器
交流电为直流电	转换	整流器
电力质量	影响	频率
电压稳定性	指标	电力质量
频率稳定性	指标	电力质量
同步发电机	类型	发电机
异步发电机	类型	发电机
光电流	产生	光伏效应
光伏效应	基于	太阳能电池
风能	利用	风力发电机
机械能	转换	风能
电能	转换	机械能
水能	利用	水电站
核裂变	反应	核电厂
热能	释放	核裂变
电能	转换	热能
火力发电厂	设备	锅炉
发电机	驱动	蒸汽轮机
废热排放	作用	冷却塔
耐高温	特性	绝缘材料
电气设备安全运行	保证	耐高温
电力通断	控制	开关设备
电力传输	用途	电力电缆
电力分配	用途	电力电缆
连接不同电缆	技术	电缆接头
电源变换	应用	电力电子
AC-DC	方式	电源变换
DC-DC	方式	电源变换
AC-AC	方式	电源变换
提高效率	改善	功率因数
无功补偿	用途	电容器
功率因数	提升	无功补偿
计量	功能	智能电表
数据处理	功能	智能电表
通信	功能	智能电表
统计分析	方法	负荷预测
机器学习	方法	负荷预测
电能商品	交易	电力市场
供需平衡	目标	电力调度
电池储能	技术	储能系统
抽水蓄能	技术	储能系统
快速响应	优点	电池储能
灵活性高	优点	电池储能
势能与电能转换	原理	抽水蓄能
多种能源系统互联	概念	能源互联网
独立或并网运行	特征	微电网
靠近用户	位置	分布式发电
充电桩	充电	电动汽车
交流充电桩	分类	充电桩
直流充电桩	分类	充电桩
削峰填谷	措施	电力需求侧管理
错峰用电	措施	电力需求侧管理
调整用电时间	策略	削峰填谷
暂态稳定性分析	分析方法	电力系统稳定性
动态稳定性分析	分析方法	电力系统稳定性
短路	故障类型	电力系统
开路	故障类型	电力系统
接地故障	故障类型	电力系统
对称分量法	计算方法	短路电流
三点法	测量方法	接地电阻
四点法	测量方法	接地电阻
降低线路损耗	优点	高压直流输电
长距离输电能力更强	优点	高压直流输电
高效输电	应用前景	超导材料
高磁场磁体	应用前景	超导材料
SCADA	关键技术	电力系统自动化
EMS	关键技术	电力系统自动化
DMS	关键技术	电力系统自动化
馈线自动化 变电站自动化	功能	配电自动化
地理信息系统GIS	组成	电力信息系统
能量管理系统EMS	组成	电力信息系统
数据采集	功能	电力监控系统
处理	功能	电力监控系统
显示与控制	功能	电力监控系统
信息泄露	挑战	电力网络安全
恶意攻击	挑战	电力网络安全
预案制定	措施	电力应急响应
演练实施	措施	电力应急响应
定期检查	方法	电力设施检修
状态监测	方法	电力设施检修
过载	原因	电气火灾
短路	原因	电气火灾
接触不良	原因	电气火灾
接地保护	防护措施	电气安全
漏电保护	防护措施	电气安全
万用表	种类	电工工具
钳形表	种类	电工工具
绝缘电阻测试仪	种类	电工工具
电网运行规则	内容	电力法规
电力供应服务规范	内容	电力法规
理论学习	形式	电力培训
实践操作	形式	电力培训
安全性	原则	电力工程设计
经济性	原则	电力工程设计
可靠性	原则	电力工程设计
现场勘查	步骤	电力工程施工
图纸会审	步骤	电力工程施工
施工组织设计	步骤	电力工程施工
进度控制	要素	电力工程项目管理
成本控制	要素	电力工程项目管理
质量管理	要素	电力工程项目管理
PSCAD	软件	电力系统仿真
EMTP-RV	软件	电力系统仿真
MATLAB	软件	电力系统仿真
Simulink	软件	电力系统仿真
二氧化碳	排放	燃煤电厂
天然气	利用	燃气轮机
峰谷负荷	调节	抽水蓄能
有机废物	转化	生物质能
太阳能反射镜	聚焦	光热发电
1000kV	电压等级	特高压交流
线路损耗	减少	直流输电
走廊空间	节省	同塔双回
电晕效应	降低	分裂导线
FACTS装置	采用	柔性输电
占地面积	节省	GIS设备
绝缘油	使用	油浸式变压器
六氟化硫气体	灭弧	SF6断路器
高压信号	测量	电容式电压互感器
跳闸信号	动作	继电保护装置
多路供电	实现	环网柜
配电单元	集成	箱式变电站
故障区段	检测	馈线自动化
功率因数	提高	无功补偿装置
台区数据	监测	配变终端
变频器	应用于	IGBT模块
无功补偿	动态	STATCOM
交直流电	转换	HVDC换流阀
微秒级	响应	固态断路器
输出电压	调节	PWM控制
实时数据	采集	SCADA系统
发电计划	优化	EMS系统
频率稳定	维持	AGC控制
电压水平	调节	AVC系统
广域动态	监测	WAMS系统
可再生能源	促进	绿电交易
备用机组	保障	容量市场
调频调压	包括	辅助服务
化石能源	限制	碳交易机制
用电行为	引导	需求侧管理
储能电站	应用于	锂离子电池
长时储能	适合	液流电池
瞬时功率	提供	飞轮储能
地下洞穴	利用	压缩空气储能
高温环境	运行	钠硫电池
绝缘缺陷	检测	局部放电
设备强度	验证	耐压试验
外绝缘	提高	防污闪涂料
雷击点	追踪	雷电定位系统
阻尼控制	依赖	电力系统稳定
电能	产生	发电厂
发电厂	属于	发电机组
汽轮发电机	包含	发电机组
水轮发电机	包含	发电机组
风力发电机	包含	发电机组
太阳能光伏电池	包含	发电机组
核电机组	包含	发电机组
变压器	连接	发电机组
电压	升高	变压器
电压	降低	变压器
主变压器	包含	变压器
配电变压器	包含	变压器
变电站	安装在	变压器
电压转换	功能	变电站
电能分配	功能	变电站
高压变电站	包含	变电站
中压变电站	包含	变电站
低压变电站	包含	变电站
配电线路	连接	变电站
变电站与用户	连接	配电线路
电缆	组成	配电线路
架空线路	组成	配电线路
分配电能	功能	配电线路
过载保护	保护	配电线路
短路保护	保护	配电线路
漏电保护	保护	配电线路
交流输电线路	分为	输电线路
直流输电线路	分为	输电线路
频率固定	特点	交流输电线路
易于分配	特点	交流输电线路
城市电网	应用	交流输电线路
损耗低	特点	直流输电线路
适合远距离输电	特点	直流输电线路
跨区域输电	应用	直流输电线路
海底电缆输电	应用	直流输电线路
1000kV及以上	电压等级	特高压输电线路
传输容量大	优势	特高压输电线路
传输距离远	优势	特高压输电线路
损耗低	优势	特高压输电线路
特高压交流输电	技术	特高压输电线路
特高压直流输电	技术	特高压输电线路
电压源换流器	技术	柔性直流输电
控制灵活	特点	柔性直流输电
海上风电接入	应用	柔性直流输电
孤岛供电	应用	柔性直流输电
城市电网增容	应用	柔性直流输电
切断电路	功能	断路器
保护电路	功能	断路器
油断路器	类型	断路器
真空断路器	类型	断路器
六氟化硫断路器	类型	断路器
变电站	安装在	断路器
输电线路	安装在	断路器
隔离电源	功能	隔离开关
倒闸操作	功能	隔离开关
断路器	配合	隔离开关
户外隔离开关	类型	隔离开关
户内隔离开关	类型	隔离开关
变电站	安装在	隔离开关
输电线路	安装在	隔离开关
测量电压	功能	互感器
测量电流	功能	互感器
电压互感器	类型	互感器
电流互感器	类型	互感器
变电站	安装在	互感器
输电线路	安装在	互感器
绝缘	功能	绝缘子
支撑导线	功能	绝缘子
针式绝缘子	类型	绝缘子
悬式绝缘子	类型	绝缘子
棒式绝缘子	类型	绝缘子
架空输电线路	安装在	绝缘子
变电站	安装在	绝缘子
过电压保护	功能	避雷器
阀式避雷器	类型	避雷器
金属氧化物避雷器	类型	避雷器
变电站	安装在	避雷器
输电线路	安装在	避雷器
协调发电	功能	电力调度
分配负荷	功能	电力调度
监控电网运行	功能	电力调度
自动化系统	使用	电力调度
通信系统	使用	电力调度
监控与数据采集系统	技术	电力自动化
变电站自动化	技术	电力自动化
配电网自动化	技术	电力自动化
实时监控	功能	电力自动化
故障诊断	功能	电力自动化
自动恢复	功能	电力自动化
电力调度	支持	电力通信
自动化控制	支持	电力通信
光纤通信	技术	电力通信
无线通信	技术	电力通信
卫星通信	技术	电力通信
通信光缆	设备	电力通信
通信基站	设备	电力通信
通信终端	设备	电力通信
实时监测	功能	电力监控系统
数据分析	功能	电力监控系统
故障预警	功能	电力监控系统
传感器	组成	电力监控系统
数据采集器	组成	电力监控系统
监控主机	组成	电力监控系统
通信网络	组成	电力监控系统
人员安全	涉及	电力安全
设备安全	涉及	电力安全
电网稳定	涉及	电力安全
防护装置	措施	电力安全
操作规程	措施	电力安全
安全培训	措施	电力安全
应急预案	措施	电力安全
短路故障	类型	电力事故
过载故障	类型	电力事故
接地故障	类型	电力事故
雷击故障	类型	电力事故
绝缘老化	类型	电力事故
停电	影响	电力事故
设备损坏	影响	电力事故
人员伤亡	影响	电力事故
故障隔离	处理	电力事故
恢复供电	处理	电力事故
设备检修	处理	电力事故
故障检测	功能	继电保护
自动切除故障	功能	继电保护
过流保护	类型	继电保护
差动保护	类型	继电保护
距离保护	类型	继电保护
变电站	安装在	继电保护
输电线路	安装在	继电保护
断路器	配合	继电保护
隔离开关	配合	继电保护
防止触电	功能	安全装置
防止误操作	功能	安全装置
接地装置	类型	安全装置
绝缘手套	类型	安全装置
绝缘靴	类型	安全装置
安全围栏	类型	安全装置
安全警示标志	类型	安全装置
发电工程	包括	电力工程
输电工程	包括	电力工程
变电工程	包括	电力工程
配电工程	包括	电力工程
规划	需要	电力工程建设
设计	需要	电力工程建设
施工	需要	电力工程建设
验收	需要	电力工程建设
标准规范	依据	电力工程设计
负荷需求	依据	电力工程设计
地理环境	依据	电力工程设计
经济性	依据	电力工程设计
安全	要求	电力工程施工
质量	要求	电力工程施工
进度	要求	电力工程施工
工程机械	使用	电力工程施工
电气设备	使用	电力工程施工
安全设备	使用	电力工程施工
质量合格	标准	电力工程验收
安全可靠	标准	电力工程验收
功能完善	标准	电力工程验收
符合设计要求	标准	电力工程验收
设备安装	内容	电力工程验收
线路敷设	内容	电力工程验收
系统调试	内容	电力工程验收
安全设施	内容	电力工程验收
环境保护	内容	电力工程验收
消防设施	内容	电力工程验收
